,label,sentence,translate_result
3138,3,Who famously rode to warn the people of Massachusetts that the British were coming ?,Who was known to warn the people of Massachusetts that the British would come?
3139,2,What is DTMF ?,What is DTMF?
3140,1,"Name a movie that the actress , Sandra Bullock , had a role in .",Name a movie starring Sandra Bullock.
3141,1,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?","What exploded in Lakehurst, New Jersey, May 6th, 1977?"
3142,3,Who commanded the French forces at the Battle of Orleans ?,Who commanded the French troops in the battle of Orleans?
3143,4,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,Where can an individual test a contact lens that burned the entire eye surface when it is new?
3144,4,What countries does the Mont Blanc Tunnel join ?,Which countries does the Mont -Blanc tunnel enter?
3145,1,What ill-fated craft was captained by Ernst Lehmann ?,What unfortunate craft was ordered by Ernst Lehmann?
3146,5,When did Amtrak begin operations ?,When did Amtrak start the operation?
3147,5,How many bones are in the human hand ?,How many bones are in the human hand?
3148,5,How many chemical elements are there ?,How many chemical elements are there?
3149,4,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,Which eastern state has grown the first commercial nuclear power plant in the United States?
3150,4,What are the three most populated countries in the world ?,What are the three most populated countries in the world?
3151,3,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,Who led the opposition when Konrad Adenauer was Chancellor of Germany?
3152,5,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?","What is the current population in these countries: France, Spain, Italy, Greece, Austria, Germany, Switzerland, Netherlands?"
3153,5,What is the youngest age a boy or girl can have an orgasm ?,What is the youngest age that a boy or girl can have an orgasm?
3154,1,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,What color is the lipstick on the wax lips of Boy George in the London Madame Tussaud?
3155,0,What is the origin of the candy cane at Christmas ?,What is the origin of the sugar cane at Christmas?
3156,1,What is the brand name of a chemical used to control ripening ?,What is the brand name of a chemical used to control maturation?
3157,1,What terror of the sea did Johnny Horton sing about ?,What did Johnny Horton sing about the sea terror?
3158,4,What is the largest office block in the world ?,What's the biggest office block in the world?
3159,3,Who turned all he touched to gold ?,Who turned everything he touched into gold?
3160,1,What is the medical term for cancer of the blood ?,What is the medical term for blood cancer?
3161,3,Who plays shortstop for Charlie Brown 's baseball team ?,Who plays shortstop for Charlie Brown's baseball team?
3162,4,What country did the Romans call Hibernia ?,Which country did the Romans call Hibernia?
3163,3,Who was the most famous food editor of The New York Times ?,Who was the most famous food editor of the New York Times?
3164,5,How many dogs pull a sled in the Iditarod ?,How many dogs pull a sled in an idiot's den?
3165,1,What 's a male witch called ?,What's the name of a male witch?
3166,5,How long does cocaine stay in your system ?,How long does cocaine stay in your system?
3167,4,What two countries fought the Hundred Years ' War ?,Which two countries have waged the Hundred Years' War?
3168,3,Who was the last U.S. president to reinstate Selective Service registration ?,Who was the last U.S. president to resume the Selective Service Registration?
3169,5,"On which dates does the running of the bulls occur in Pamplona , Spain ?",What are the dates of the police race in Pamplona (Spain)?
3170,3,What was the name of the lawyer who represented Randy Steven Craft ?,What was the name of the lawyer who represented Randy Steven Craft?
3171,0,What happens to used motor oil ?,What happens to used motor oil?
3172,1,What is the most commonly used 1 letter word in the English language ?,What is the most commonly used 1 -letter word in English?
3173,3,What actress 's autobiography is titled Shelley : Also Known as Shirley ?,Which autobiography of the actress is Shelley: Also known as Shirley?
3174,5,How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,How many colors were there in the 1940s called Donald Duck Rubber Boat?
3175,0,How did the 7th inning stretch get started ?,How did the seventh inning start?
3176,3,Who lived on the shores of the Gitchee Gumee River ?,Who lived on the banks of the Gitchee Gumee River?
3177,1,What did Tristan come back as ?,What did Tristan come back as?
3178,4,What country will hit the year 2 first ?,Which country will meet the second year?
3179,1,What colors make up a rainbow ?,What colors make a rainbow?
3180,1,What war did Johnny Reb and Billy Yank fight ?,What war did Johnny Reb and Billy Yank wage?
3181,3,Who is section manager for guidance and control systems at JPL ?,Who is section manager for control and control systems at JPL?
3182,3,What is Goldfinger 's first name ?,What's Goldfinger's first name?
3183,4,What square is the geographical center of London ?,Which square is the geographical centre of London?
3184,3,Which of the following famous people does not paint as a hobby ?,Who among the following celebrities doesn't paint as a hobby?
3185,4,What is the most populated city in the world ?,What is the most populous city in the world?
3186,5,How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,How many pitchers occupy the shelf next to the kneeling woman in Edgar Degas 1886 paintings The Tub?
3187,5,What is the cost of the drugs used in tuberculosis treatments ?,What are the costs of medicines used in tuberculosis treatments?
3188,2,What does JESSICA mean ?,What does JESSICA mean?
3189,1,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,What kind of a massacre in the members of Bugs Moran's outfit?
3190,1,Ray Charles is best known for playing what instrument ?,Ray Charles is best known for playing what instrument?
3191,4,Where did Victor Hugo spend his exile ?,Where did Victor Hugo spend his exile?
3192,0,"What was Nine Tailors , the television show from 1974 , about ?","What was Nine Tailors, the 1974 TV series about?"
3193,0,How does the Elongated Man know a mystery is afoot ?,How does the Elongated Man know there's a secret going on?
3194,1,What food of the three bears did Goldilocks eat ?,What food of the three bears ate Goldilocks?
3195,0,What is Boston Kreme ?,What is Boston Cream?
3196,3,Who should I call to get a tour of the New York Stock Exchange ?,Who should I call to take a tour of the New York Stock Exchange?
3197,5,How many airline schools are there in the U.S. ?,How many flight schools are there in the United States?
3198,3,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?","Which U.S. general died in December 1st, 1945 when his Jeep collided with a truck?"
3199,0,What is a swatch ?,What's a sponge?
3200,0,What does Ouija mean ?,What does Ouija mean?
3201,5,How many major Nazi leaders went on trial after the war at Nuremberg ?,How many important Nazi leaders were tried after the war in Nuremberg?
3202,1,What kind of fish is a coney ?,What kind of fish is a cone?
3203,4,What state did Helen Keller call home ?,What's Helen Keller's name at home?
3204,3,What was the name of the director of the movie `` Jaws '' ?,"What was the name of the director of the movie ""Jaws""?"
3205,0,What steps can be taken to prevent diabetes ?,What measures can be taken to prevent diabetes?
3206,0,What were the first words spoken on a film sound track ?,What were the first words spoken on a film soundtrack?
3207,5,What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,What year is the Gold Medal of Excellence presented by the Paris exhibition on a can of Campbell's tomato soup?
3208,4,What country 's royal house is Bourbon-Parma ?,Which royal house is Bourbon Parma?
3209,1,What film was Jude Law in ?,What movie was Jude Law in?
3210,3,Who portrayed W.C. Fields in the film W.C. Fields and Me ?,Who portrayed W.C. Fields in the movie W.C. Fields and Me?
3211,1,What were the ceremony traditions like during the Elizabethian times ?,What were the ceremonies like in the time of Elisabeth?
3212,3,Which college did Dikembe Mutombo play basketball at ?,What college did Dikembe Mutombo play basketball in?
3213,1,What is a fear of going to bed ?,What's a fear of going to bed?
3214,0,Where did the saying `` rule of thumb '' come from ?,"Where does the proverb ""fist rule"" come from?"
3215,0,Why does sound travel quicker through water than air ?,Why does sound travel faster through water than air?
3216,5,How much money does the Sultan of Brunei have ?,How much money does the Sultan of Brunei have?
3217,4,What country would you visit to ski in the Dolomites ?,Which country would you go skiing in the Dolomites?
