,label,sentence,translate_result
4148,1,it turns out to be smarter and more diabolical than you could have guessed at the beginning .,It turns out to be smarter and more diabolical than you could have guessed at first.
4149,0,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,is far less charming than listening to a four -year -old looking for exaggerations to tell his Halloween trip to the haunted house.
4150,1,"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .","an example of quiet, confident craftsmanship that tells a sweet, charming story of intergalactic friendship."
4151,0,"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .","cheap, vulgar dialogue and an action that creeps along at a snail's pace."
4152,0,been there done that .,I did it.
4153,0,something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,Something has been lost in the translation... another routine Hollywood horror fest in which the sluggish version courses the absurdity of the premise.
4154,1,"tense , terrific , sweaty-palmed fun .","tense, great, sweaty palmed fun."
4155,0,"despite some charm and heart , this quirky soccer import is forgettable","Despite some charm and heart, this bizarre football import has been forgotten"
4156,1,"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .","Cuaron repeats, the joy of life curbs even when he creates it by giving the film a sad undertow that puts the pastime in a welcome perspective."
4157,1,"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .","for all its brooding quality, the ash wedge is exciting and ultimately unpredictable with a solid ensemble."
4158,1,"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .","the sexy Razzle blend that everyone, especially film music fans, hoped for."
4159,0,-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .,"That the true story, from which all the Queen's men are supposedly inspired, was much funnier and bolder than what was splattered on the screen."
4160,0,you could hate it for the same reason .,You could hate it for the same reason.
4161,1,a story about intelligent high school students that deals with first love sweetly but also seriously .,A story about intelligent high school students who deal with first love sweetly but also seriously.
4162,1,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .","waystowntown may not be an important movie, or even a good one, but it does offer a nice change of mindless pace in collision with the hot Oscar season currently underway."
4163,1,"`` frailty '' starts out like a typical bible killer story , but it turns out to be significantly different -lrb- and better -rrb- than most films with this theme .","""Weakness"" begins as a typical story of the biblical killer, but it turns out to be significantly different -lrb - and better -rrb - than most films with this theme."
4164,1,"thanks to the château 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .","Thanks to the ch226teau's balance of whimsical, narrative discipline and serious improvisation, almost every relationship and personality in the film brings surprises."
4165,0,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .","Gaghan captures the half -illuminated, sometimes creepy intimacy of the dorms, a delicacy that makes the silly, over -top coda particularly disappointing."
4166,0,"julie davis is the kathie lee gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent .","Julie Davis is the Kathie Lee Gifford of film directors, who unfortunately proves once again that ego does not always go hand in hand with talent."
4167,1,"in the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players .","In the gracious maid in Manhattan, Jennifer Lopez's most aggressive and sincere attempt to take movies through storm, Diva is sharply surrounded by a company of strict a -list players."
